id,instance,goal,result,duration,verdict,corr_result
130,aba_100_0.3_10_5_5.aba,s1,NO,6.71,corr,NO
131,aba_500_0.3_10_5_7.aba,s176,,600.0,TIMEOUT,YES
132,aba_100_0.1_5_10_4.aba,s10,YES,0.34,corr,YES
133,aba_500_0.3_10_5_0.aba,s445,,600.0,TIMEOUT,YES
134,aba_25_0.1_10_10_4.aba,s10,YES,0.78,corr,YES
135,aba_5000_0.3_10_10_3.aba,s805,,600.0,TIMEOUT,?
136,aba_5000_0.1_5_10_8.aba,s478,YES,201.8,corr,YES
137,aba_2000_0.3_5_5_5.aba,s1864,NO,126.26,inc,YES
138,aba_100_0.3_10_10_1.aba,s51,NO,3.96,corr,NO
139,aba_500_0.3_10_5_8.aba,s132,NO,52.55,corr,NO
140,aba_2000_0.1_5_10_3.aba,s16,NO,84.76,corr,NO
141,aba_2000_0.1_5_10_1.aba,s368,NO,110.34,inc,YES
142,aba_100_0.3_5_5_9.aba,s100,NO,8.45,corr,NO
143,aba_100_0.1_5_5_2.aba,s55,YES,0.52,corr,YES
144,aba_500_0.1_10_10_7.aba,s30,YES,2.45,corr,YES
145,aba_100_0.3_10_10_7.aba,s20,NO,2.38,inc,YES
146,aba_25_0.1_5_5_8.aba,s14,NO,0.59,corr,NO
147,aba_5000_0.1_5_5_3.aba,s1979,,600.0,TIMEOUT,NO
148,aba_100_0.3_10_10_3.aba,s41,NO,1.71,corr,NO
149,aba_25_0.1_10_10_7.aba,s4,NO,0.28,corr,NO
150,aba_100_0.3_10_10_4.aba,s28,NO,1.17,inc,YES
151,aba_25_0.1_10_10_6.aba,s1,YES,0.29,corr,YES
152,aba_25_0.3_5_5_1.aba,s13,NO,0.25,corr,NO
153,aba_5000_0.1_5_5_7.aba,s378,YES,206.21,corr,YES
154,aba_2000_0.3_10_10_8.aba,s719,,600.0,TIMEOUT,NO
155,aba_500_0.3_10_5_2.aba,s225,,600.0,TIMEOUT,YES
156,aba_5000_0.1_5_5_9.aba,s702,,600.0,TIMEOUT,NO
157,aba_5000_0.3_5_10_3.aba,s2417,YES,591.74,corr,YES
158,aba_100_0.1_5_10_8.aba,s1,NO,0.99,corr,NO
159,aba_100_0.1_5_5_8.aba,s53,YES,0.65,corr,YES
160,aba_100_0.1_10_5_5.aba,s48,NO,407.53,corr,NO
161,aba_25_0.3_5_10_1.aba,s19,NO,0.82,corr,NO
162,aba_5000_0.3_5_10_8.aba,s811,NO,363.2,corr,NO
163,aba_25_0.1_5_5_9.aba,s1,YES,0.24,corr,YES
164,aba_25_0.1_10_10_0.aba,s21,YES,0.31,corr,YES
165,aba_500_0.3_10_10_5.aba,s426,,600.0,TIMEOUT,NO
166,aba_5000_0.3_10_5_1.aba,s899,,600.0,TIMEOUT,NO
167,aba_100_0.1_10_5_6.aba,s33,NO,423.18,corr,NO
168,aba_2000_0.3_10_5_3.aba,s469,NO,300.01,inc,YES
169,aba_2000_0.3_10_5_2.aba,s1394,,600.0,TIMEOUT,YES
170,aba_100_0.1_10_10_3.aba,s5,YES,0.35,corr,YES
171,aba_500_0.3_10_5_1.aba,s156,NO,411.54,inc,YES
172,aba_500_0.3_5_10_5.aba,s130,YES,63.99,corr,YES
173,aba_500_0.3_10_10_7.aba,s475,,600.0,TIMEOUT,YES
174,aba_25_0.3_5_5_0.aba,s2,NO,11.72,corr,NO
175,aba_5000_0.1_5_10_6.aba,s500,,600.0,TIMEOUT,NO
176,aba_25_0.1_10_10_9.aba,s2,YES,0.33,corr,YES
177,aba_25_0.1_10_10_8.aba,s2,YES,0.13,corr,YES
178,aba_5000_0.1_5_5_0.aba,s3984,YES,498.78,corr,YES
179,aba_5000_0.3_10_10_1.aba,s1700,,600.0,TIMEOUT,NO
180,aba_5000_0.3_5_5_4.aba,s2164,NO,595.68,MISSING,?
181,aba_2000_0.3_5_10_6.aba,s1576,NO,88.33,corr,NO
182,aba_2000_0.1_5_10_6.aba,s34,YES,27.63,corr,YES
183,aba_500_0.1_5_5_9.aba,s282,NO,20.67,corr,NO
184,aba_100_0.3_10_5_9.aba,s20,NO,1.44,corr,NO
185,aba_5000_0.1_10_5_9.aba,s585,,600.0,TIMEOUT,YES
186,aba_25_0.1_5_5_5.aba,s1,YES,0.26,corr,YES
187,aba_100_0.3_10_5_1.aba,s80,NO,125.76,inc,YES
188,aba_25_0.1_10_5_0.aba,s13,YES,0.39,corr,YES
189,aba_100_0.3_10_10_9.aba,s78,NO,7.97,corr,NO
190,aba_25_0.3_5_10_4.aba,s8,YES,0.14,corr,YES
191,aba_500_0.1_5_10_8.aba,s27,YES,1.68,corr,YES
192,aba_2000_0.1_10_5_0.aba,s1895,,600.0,TIMEOUT,YES
193,aba_500_0.3_5_10_1.aba,s34,YES,1.98,corr,YES
194,aba_25_0.3_5_10_2.aba,s6,NO,0.27,corr,NO
195,aba_2000_0.3_10_10_9.aba,s900,,600.0,TIMEOUT,NO
196,aba_25_0.3_10_10_2.aba,s5,NO,0.36,corr,NO
197,aba_100_0.1_5_5_7.aba,s2,YES,0.22,corr,YES
198,aba_25_0.3_10_5_5.aba,s22,NO,1.78,corr,NO
199,aba_2000_0.1_10_10_4.aba,s16,YES,53.92,corr,YES
200,aba_25_0.1_5_10_7.aba,s6,YES,0.31,corr,YES
201,aba_25_0.1_10_5_5.aba,s6,NO,0.45,corr,NO
202,aba_100_0.3_5_5_6.aba,s58,NO,1.8,corr,NO
203,aba_500_0.3_10_5_9.aba,s263,NO,2.44,inc,YES
204,aba_25_0.3_10_10_1.aba,s21,NO,0.73,corr,NO
205,aba_500_0.1_10_5_5.aba,s171,,600.0,TIMEOUT,NO
206,aba_5000_0.3_10_5_4.aba,s1390,,600.0,TIMEOUT,YES
207,aba_500_0.3_5_10_0.aba,s36,YES,1.45,corr,YES
208,aba_5000_0.3_5_5_5.aba,s1372,NO,270.57,MISSING,?
209,aba_5000_0.3_5_5_7.aba,s2005,NO,548.89,MISSING,?
210,aba_100_0.1_10_5_3.aba,s8,NO,1.04,corr,NO
211,aba_100_0.3_5_5_3.aba,s100,NO,1.15,inc,YES
212,aba_500_0.1_10_5_9.aba,s431,,600.0,TIMEOUT,NO
213,aba_2000_0.3_5_5_2.aba,s1812,NO,173.32,inc,YES
214,aba_5000_0.1_10_10_7.aba,s84,YES,391.81,corr,YES
215,aba_100_0.1_10_10_1.aba,s2,YES,0.46,corr,YES
216,aba_2000_0.3_5_10_1.aba,s383,YES,16.41,corr,YES
217,aba_25_0.3_10_10_4.aba,s3,YES,0.23,corr,YES
218,aba_2000_0.1_10_5_8.aba,s1352,,600.0,TIMEOUT,YES
219,aba_25_0.3_10_5_1.aba,s20,YES,4.02,corr,YES
220,aba_100_0.1_10_10_7.aba,s13,YES,0.63,corr,YES
221,aba_100_0.3_5_5_5.aba,s42,NO,5.72,inc,YES
222,aba_5000_0.3_5_5_2.aba,s3069,NO,568.35,MISSING,?
223,aba_100_0.3_10_10_0.aba,s78,YES,0.28,corr,YES
224,aba_500_0.3_10_10_0.aba,s438,NO,50.86,corr,NO
225,aba_5000_0.1_10_5_0.aba,s4063,,600.0,TIMEOUT,YES
226,aba_500_0.3_5_5_4.aba,s136,NO,3.67,inc,YES
227,aba_5000_0.1_10_5_8.aba,s548,,600.0,TIMEOUT,YES
228,aba_5000_0.1_5_10_5.aba,s377,YES,192.4,corr,YES
229,aba_5000_0.3_10_5_8.aba,s1459,,600.0,TIMEOUT,NO
230,aba_25_0.3_10_10_0.aba,s9,NO,0.5,corr,NO
231,aba_500_0.1_10_10_3.aba,s41,YES,2.97,corr,YES
232,aba_2000_0.1_5_10_8.aba,s806,NO,98.82,corr,NO
233,aba_2000_0.3_5_5_0.aba,s1511,NO,101.94,corr,NO
234,aba_25_0.3_10_5_0.aba,s2,NO,0.65,corr,NO
235,aba_100_0.1_10_5_8.aba,s20,NO,284.09,corr,NO
236,aba_500_0.1_5_5_0.aba,s43,YES,1.4,corr,YES
237,aba_2000_0.3_10_5_6.aba,s954,,600.0,TIMEOUT,NO
238,aba_25_0.3_10_5_4.aba,s2,NO,0.21,corr,NO
239,aba_2000_0.1_5_10_0.aba,s1883,NO,81.61,corr,NO
240,aba_100_0.1_5_5_3.aba,s56,YES,0.87,corr,YES
241,aba_2000_0.1_10_5_4.aba,s1241,,600.0,TIMEOUT,YES
242,aba_5000_0.3_10_5_3.aba,s332,,600.0,TIMEOUT,YES
243,aba_500_0.1_10_5_8.aba,s26,NO,7.03,corr,NO
244,aba_500_0.3_5_5_9.aba,s193,NO,9.13,corr,NO
245,aba_100_0.3_5_5_7.aba,s16,NO,0.69,inc,YES
246,aba_2000_0.3_10_10_7.aba,s1886,,600.0,TIMEOUT,NO
247,aba_100_0.3_10_10_2.aba,s57,NO,1.48,corr,NO
248,aba_5000_0.3_5_10_0.aba,s1132,YES,141.13,corr,YES
249,aba_5000_0.3_10_10_9.aba,s2996,,600.0,TIMEOUT,?
250,aba_500_0.3_10_5_4.aba,s223,NO,55.28,corr,NO
251,aba_25_0.3_10_5_3.aba,s17,YES,1.1,corr,YES
252,aba_2000_0.1_5_5_9.aba,s206,NO,323.46,corr,NO
253,aba_2000_0.1_10_5_1.aba,s1422,,600.0,TIMEOUT,YES
254,aba_5000_0.1_10_10_3.aba,s739,,600.0,TIMEOUT,YES
255,aba_25_0.3_5_5_3.aba,s20,NO,0.35,corr,NO
256,aba_100_0.1_5_5_4.aba,s3,YES,0.33,corr,YES
257,aba_25_0.1_10_10_5.aba,s16,YES,0.24,corr,YES
258,aba_5000_0.1_5_5_4.aba,s3621,NO,599.2,inc,YES
259,aba_5000_0.3_10_5_6.aba,s1717,,600.0,TIMEOUT,YES
260,aba_25_0.3_10_5_8.aba,s15,NO,0.59,corr,NO
261,aba_100_0.1_10_10_6.aba,s6,YES,0.34,corr,YES
262,aba_2000_0.3_5_5_4.aba,s72,NO,25.89,corr,NO
263,aba_100_0.3_5_5_1.aba,s63,NO,1.39,corr,NO
264,aba_5000_0.1_5_5_2.aba,s532,NO,575.33,corr,NO
265,aba_5000_0.3_10_5_9.aba,s4169,,600.0,TIMEOUT,YES
266,aba_2000_0.3_5_5_3.aba,s1898,NO,76.68,corr,NO
267,aba_500_0.1_10_10_2.aba,s336,NO,28.32,inc,YES
268,aba_5000_0.1_5_10_3.aba,s2670,YES,178.33,corr,YES
269,aba_100_0.3_5_10_5.aba,s7,YES,0.39,corr,YES
270,aba_2000_0.1_5_5_2.aba,s1934,NO,79.27,corr,NO
271,aba_5000_0.3_10_5_5.aba,s3966,,600.0,TIMEOUT,YES
272,aba_100_0.3_5_10_1.aba,s1,YES,0.34,corr,YES
273,aba_25_0.1_5_5_7.aba,s15,YES,0.31,corr,YES
274,aba_2000_0.1_5_5_6.aba,s532,,600.0,TIMEOUT,NO
275,aba_2000_0.3_5_10_8.aba,s145,YES,18.43,corr,YES
276,aba_25_0.1_5_10_3.aba,s2,YES,0.28,corr,YES
277,aba_500_0.3_10_10_4.aba,s126,NO,185.67,corr,NO
278,aba_2000_0.1_5_5_0.aba,s114,YES,27.06,corr,YES
279,aba_100_0.3_5_10_4.aba,s20,YES,0.31,corr,YES
280,aba_5000_0.3_5_5_0.aba,s4221,NO,483.29,MISSING,?
281,aba_25_0.3_10_10_3.aba,s25,NO,2.29,corr,NO
282,aba_500_0.3_5_5_1.aba,s181,NO,20.91,corr,NO
283,aba_5000_0.1_5_10_1.aba,s241,YES,213.42,corr,YES
284,aba_500_0.1_10_5_1.aba,s361,,600.0,TIMEOUT,NO
285,aba_500_0.3_10_5_3.aba,s400,NO,280.09,inc,YES
286,aba_100_0.1_10_10_4.aba,s7,YES,30.12,corr,YES
287,aba_2000_0.1_10_5_7.aba,s1901,,600.0,TIMEOUT,YES
288,aba_500_0.3_10_5_6.aba,s327,NO,87.03,inc,YES
289,aba_5000_0.1_10_10_6.aba,s704,,600.0,TIMEOUT,YES
290,aba_500_0.3_5_5_2.aba,s227,NO,43.49,inc,YES
291,aba_100_0.3_10_5_6.aba,s86,,600.0,TIMEOUT,NO
292,aba_100_0.3_10_10_8.aba,s1,YES,0.4,corr,YES
293,aba_25_0.3_10_5_2.aba,s11,YES,0.3,corr,YES
294,aba_2000_0.1_10_10_3.aba,s82,NO,176.23,corr,NO
295,aba_500_0.1_10_5_7.aba,s310,,600.0,TIMEOUT,NO
296,aba_100_0.1_5_5_5.aba,s4,YES,0.32,corr,YES
297,aba_25_0.1_5_5_1.aba,s1,NO,0.18,corr,NO
298,aba_2000_0.3_10_5_9.aba,s1306,NO,83.85,corr,NO
299,aba_100_0.1_10_10_9.aba,s6,YES,0.61,corr,YES
300,aba_100_0.3_10_5_4.aba,s25,NO,1.6,inc,YES
301,aba_2000_0.1_10_10_8.aba,s44,YES,80.47,corr,YES
302,aba_5000_0.1_10_10_1.aba,s4062,,600.0,TIMEOUT,YES
303,aba_25_0.3_5_5_8.aba,s16,NO,0.69,corr,NO
304,aba_100_0.1_5_5_6.aba,s62,NO,0.81,corr,NO
305,aba_25_0.1_5_10_1.aba,s11,YES,0.24,corr,YES
306,aba_100_0.3_5_5_0.aba,s90,NO,0.5,corr,NO
307,aba_2000_0.3_5_10_9.aba,s1374,NO,80.59,corr,NO
308,aba_5000_0.1_10_5_4.aba,s1536,,600.0,TIMEOUT,YES
309,aba_100_0.1_10_10_2.aba,s14,NO,3.79,corr,NO
310,aba_2000_0.1_10_10_0.aba,s175,YES,36.28,corr,YES
311,aba_2000_0.3_10_5_8.aba,s721,NO,65.08,corr,NO
312,aba_25_0.1_5_5_0.aba,s2,YES,0.23,corr,YES
313,aba_2000_0.1_5_5_5.aba,s1463,NO,79.94,inc,YES
314,aba_25_0.3_10_5_7.aba,s17,NO,0.99,corr,NO
315,aba_500_0.1_10_10_5.aba,s355,YES,6.28,corr,YES
316,aba_2000_0.3_10_10_2.aba,s1507,NO,421.94,corr,NO
317,aba_2000_0.1_10_10_9.aba,s1730,YES,73.59,corr,YES
318,aba_500_0.1_10_10_9.aba,s460,NO,14.36,corr,NO
319,aba_500_0.3_5_10_9.aba,s44,YES,1.22,corr,YES
320,aba_25_0.1_5_5_6.aba,s1,YES,0.2,corr,YES
321,aba_500_0.3_10_10_8.aba,s445,,600.0,TIMEOUT,NO
322,aba_100_0.1_10_5_4.aba,s26,NO,125.67,corr,NO
323,aba_500_0.1_10_5_6.aba,s298,,600.0,TIMEOUT,NO
324,aba_2000_0.1_10_5_2.aba,s418,,600.0,TIMEOUT,YES
325,aba_5000_0.3_10_10_2.aba,s2403,,600.0,TIMEOUT,?
326,aba_5000_0.3_10_10_7.aba,s1675,,600.0,TIMEOUT,?
327,aba_5000_0.1_10_10_9.aba,s141,YES,393.16,corr,YES
328,aba_500_0.1_5_10_0.aba,s99,NO,7.83,corr,NO
329,aba_100_0.1_5_10_6.aba,s86,YES,0.41,corr,YES
330,aba_500_0.3_5_10_7.aba,s44,NO,1.38,corr,NO
331,aba_2000_0.3_10_5_4.aba,s1500,NO,480.87,inc,YES
332,aba_500_0.3_5_5_0.aba,s391,NO,53.81,corr,NO
333,aba_100_0.3_10_10_5.aba,s66,YES,0.55,corr,YES
334,aba_5000_0.1_10_10_8.aba,s983,,600.0,TIMEOUT,YES
335,aba_500_0.3_10_10_1.aba,s342,,600.0,TIMEOUT,NO
336,aba_2000_0.1_10_10_6.aba,s1652,YES,149.52,corr,YES
337,aba_500_0.3_5_5_7.aba,s421,NO,2.53,corr,NO
338,aba_2000_0.1_10_10_1.aba,s1614,NO,244.58,corr,NO
339,aba_2000_0.1_10_10_2.aba,s193,YES,52.75,corr,YES
340,aba_500_0.3_5_10_6.aba,s402,NO,6.49,corr,NO
341,aba_5000_0.1_5_5_6.aba,s519,,600.0,TIMEOUT,YES
342,aba_5000_0.1_5_5_8.aba,s2777,,600.0,TIMEOUT,?
343,aba_100_0.3_10_10_6.aba,s74,NO,7.16,corr,NO
344,aba_2000_0.1_10_10_7.aba,s169,YES,50.52,corr,YES
345,aba_500_0.1_5_5_8.aba,s29,YES,3.47,corr,YES
346,aba_25_0.3_5_10_6.aba,s8,YES,0.23,corr,YES
347,aba_5000_0.3_5_5_9.aba,s4902,NO,440.97,MISSING,?
348,aba_500_0.1_5_10_9.aba,s454,NO,7.41,corr,NO
349,aba_5000_0.1_10_5_5.aba,s3305,,600.0,TIMEOUT,YES
350,aba_100_0.1_10_5_9.aba,s71,NO,259.95,corr,NO
351,aba_100_0.1_5_10_3.aba,s9,YES,0.16,corr,YES
352,aba_5000_0.1_5_10_9.aba,s26,YES,210.24,corr,YES
353,aba_100_0.3_5_10_0.aba,s68,YES,0.75,corr,YES
354,aba_5000_0.3_10_5_2.aba,s4355,,600.0,TIMEOUT,YES
355,aba_25_0.3_10_10_7.aba,s9,NO,0.2,corr,NO
356,aba_500_0.1_5_5_5.aba,s373,NO,68.02,corr,NO
357,aba_2000_0.3_10_10_1.aba,s909,,600.0,TIMEOUT,NO
358,aba_5000_0.1_10_10_5.aba,s1316,,600.0,TIMEOUT,YES
359,aba_2000_0.3_10_10_0.aba,s1942,,600.0,TIMEOUT,NO
360,aba_2000_0.1_5_5_3.aba,s1856,NO,171.16,inc,YES
361,aba_2000_0.3_5_10_0.aba,s252,NO,63.9,corr,NO
362,aba_5000_0.3_10_10_4.aba,s1040,,600.0,TIMEOUT,?
363,aba_2000_0.3_5_5_7.aba,s825,NO,73.75,corr,NO
364,aba_500_0.1_10_10_4.aba,s241,YES,8.02,corr,YES
365,aba_25_0.3_5_5_9.aba,s2,NO,0.39,corr,NO
366,aba_100_0.1_10_5_7.aba,s48,,600.0,TIMEOUT,YES
367,aba_25_0.1_5_5_2.aba,s14,YES,0.24,corr,YES
368,aba_25_0.1_5_5_3.aba,s1,YES,0.1,corr,YES
369,aba_500_0.3_10_10_9.aba,s164,,600.0,TIMEOUT,NO
370,aba_100_0.3_5_10_9.aba,s15,NO,0.51,corr,NO
371,aba_5000_0.3_10_5_7.aba,s1952,,600.0,TIMEOUT,YES
372,aba_5000_0.1_10_10_2.aba,s2987,,600.0,TIMEOUT,YES
373,aba_25_0.3_10_10_9.aba,s9,NO,0.66,corr,NO
374,aba_5000_0.1_10_5_1.aba,s3347,,600.0,TIMEOUT,YES
375,aba_100_0.3_5_10_8.aba,s20,YES,0.26,corr,YES
376,aba_25_0.3_5_10_8.aba,s25,NO,0.21,corr,NO
377,aba_100_0.3_10_5_7.aba,s67,NO,118.83,inc,YES
378,aba_500_0.3_5_10_4.aba,s6,YES,1.31,corr,YES
379,aba_2000_0.3_10_5_5.aba,s303,NO,114.8,inc,YES
380,aba_500_0.1_10_10_1.aba,s347,YES,6.71,corr,YES
381,aba_500_0.3_5_5_8.aba,s455,NO,20.36,inc,YES
382,aba_100_0.3_10_5_2.aba,s14,NO,2.59,corr,NO
383,aba_2000_0.3_5_5_8.aba,s1235,NO,145.92,corr,NO
384,aba_5000_0.1_10_5_2.aba,s1824,,600.0,TIMEOUT,YES
385,aba_500_0.1_10_5_3.aba,s281,,600.0,TIMEOUT,NO
386,aba_2000_0.3_5_10_2.aba,s471,YES,16.0,corr,YES
387,aba_100_0.1_10_10_0.aba,s96,YES,0.92,corr,YES
388,aba_5000_0.3_5_10_7.aba,s728,YES,184.67,corr,YES
389,aba_2000_0.3_10_10_6.aba,s1247,,600.0,TIMEOUT,NO
390,aba_500_0.3_5_10_3.aba,s239,YES,4.35,corr,YES
391,aba_100_0.1_5_10_5.aba,s4,YES,0.4,corr,YES
392,aba_5000_0.1_10_5_6.aba,s4443,,600.0,TIMEOUT,YES
393,aba_100_0.3_10_5_8.aba,s10,NO,3.85,corr,NO
394,aba_5000_0.1_10_5_3.aba,s2070,,600.0,TIMEOUT,YES
395,aba_25_0.3_5_10_7.aba,s8,YES,0.16,corr,YES
396,aba_5000_0.3_10_10_8.aba,s1474,,600.0,TIMEOUT,NO
397,aba_500_0.1_5_10_7.aba,s42,YES,1.55,corr,YES
398,aba_500_0.3_10_10_3.aba,s53,,600.0,TIMEOUT,NO
399,aba_500_0.1_5_10_6.aba,s6,YES,1.75,corr,YES
400,aba_2000_0.1_5_10_9.aba,s74,YES,20.46,corr,YES
