id,instance,goal,result,duration,verdict,corr_result
54,aba_5000_0.3_5_10_6.aba,1091,NO,9.65,corr,NO
55,aba_2000_0.1_5_10_4.aba,97,,600.0,TIMEOUT,YES
56,aba_25_0.1_10_5_7.aba,22,NO,1.43,corr,NO
57,aba_25_0.1_10_5_3.aba,18,NO,1.12,corr,NO
58,aba_25_0.3_10_5_6.aba,5,NO,0.72,corr,NO
59,aba_2000_0.3_10_5_7.aba,1163,NO,4.05,inc,YES
60,aba_25_0.1_5_5_4.aba,1,YES,0.62,corr,YES
61,aba_25_0.3_5_10_5.aba,19,NO,0.74,corr,NO
62,aba_2000_0.1_5_10_7.aba,198,,600.0,TIMEOUT,YES
63,aba_100_0.3_5_10_7.aba,34,NO,1.13,corr,NO
64,aba_5000_0.3_10_10_5.aba,4437,,600.0,TIMEOUT,?
65,aba_25_0.1_10_5_6.aba,10,NO,0.91,inc,YES
66,aba_25_0.3_5_5_5.aba,14,NO,0.66,corr,NO
67,aba_2000_0.1_5_5_8.aba,596,,600.0,TIMEOUT,NO
68,aba_25_0.1_5_10_0.aba,25,NO,0.79,inc,YES
69,aba_25_0.3_10_10_8.aba,12,NO,0.69,corr,NO
70,aba_100_0.3_5_10_3.aba,2,YES,2.6,corr,YES
71,aba_25_0.1_10_5_9.aba,2,YES,0.85,corr,YES
72,aba_500_0.3_5_10_8.aba,375,NO,59.35,corr,NO
73,aba_5000_0.3_10_10_6.aba,746,,600.0,TIMEOUT,?
74,aba_2000_0.1_10_5_9.aba,39,,600.0,TIMEOUT,NO
75,aba_500_0.1_5_10_1.aba,166,,600.0,TIMEOUT,YES
76,aba_25_0.1_5_10_5.aba,2,YES,0.72,corr,YES
77,aba_25_0.3_10_5_9.aba,21,NO,1.02,corr,NO
78,aba_25_0.1_10_10_3.aba,15,NO,0.72,inc,YES
79,aba_100_0.3_10_5_3.aba,93,NO,0.98,corr,NO
80,aba_5000_0.3_5_5_3.aba,1482,NO,7.8,MISSING,?
81,aba_500_0.3_5_10_2.aba,274,YES,30.45,corr,YES
82,aba_25_0.1_10_5_1.aba,16,NO,0.67,corr,NO
83,aba_25_0.1_10_5_4.aba,13,NO,0.73,corr,NO
84,aba_25_0.3_5_5_4.aba,1,NO,1.01,corr,NO
85,aba_500_0.1_5_10_2.aba,24,YES,20.58,corr,YES
86,aba_5000_0.3_5_5_1.aba,1538,,600.0,TIMEOUT,?
87,aba_500_0.1_10_5_2.aba,129,,600.0,TIMEOUT,NO
88,aba_2000_0.3_5_10_3.aba,1175,NO,20.57,inc,YES
89,aba_25_0.3_5_10_0.aba,3,YES,1.05,corr,YES
90,aba_500_0.1_5_5_7.aba,464,,600.0,TIMEOUT,YES
91,aba_25_0.3_5_10_9.aba,5,YES,0.92,corr,YES
92,aba_5000_0.3_5_10_5.aba,1185,,600.0,TIMEOUT,NO
93,aba_2000_0.1_5_5_4.aba,1357,,600.0,TIMEOUT,YES
94,aba_2000_0.3_5_5_6.aba,391,,600.0,TIMEOUT,YES
95,aba_2000_0.3_10_5_1.aba,1941,NO,2.92,inc,YES
96,aba_5000_0.1_5_10_0.aba,402,NO,3.94,corr,NO
97,aba_500_0.3_5_5_6.aba,475,NO,1.23,corr,NO
98,aba_100_0.1_10_10_8.aba,1,YES,3.78,corr,YES
99,aba_5000_0.3_10_5_0.aba,4558,,600.0,TIMEOUT,YES
100,aba_25_0.3_5_5_2.aba,3,NO,0.68,corr,NO
101,aba_100_0.1_5_10_9.aba,5,YES,2.51,corr,YES
102,aba_5000_0.3_5_5_6.aba,3728,,600.0,TIMEOUT,?
103,aba_500_0.1_5_5_6.aba,386,NO,1.25,corr,NO
104,aba_500_0.1_10_10_6.aba,228,,600.0,TIMEOUT,NO
105,aba_100_0.3_5_5_2.aba,46,NO,0.84,corr,NO
106,aba_25_0.3_5_5_7.aba,11,NO,0.68,corr,NO
107,aba_500_0.1_10_10_0.aba,42,,600.0,TIMEOUT,NO
108,aba_5000_0.3_5_10_2.aba,1215,,600.0,TIMEOUT,YES
109,aba_100_0.1_10_5_1.aba,39,,600.0,TIMEOUT,NO
110,aba_500_0.3_5_5_3.aba,281,NO,10.79,corr,NO
111,aba_2000_0.1_10_5_5.aba,116,,600.0,TIMEOUT,NO
112,aba_500_0.1_5_5_3.aba,488,NO,1.18,corr,NO
113,aba_25_0.3_10_10_6.aba,5,YES,1.2,corr,YES
114,aba_100_0.1_5_10_1.aba,8,YES,2.4,corr,YES
115,aba_500_0.1_10_5_4.aba,37,,600.0,TIMEOUT,NO
116,aba_2000_0.3_5_10_4.aba,528,,600.0,TIMEOUT,YES
117,aba_500_0.1_10_5_0.aba,382,,600.0,TIMEOUT,NO
118,aba_2000_0.3_5_5_1.aba,1864,NO,2.64,corr,NO
119,aba_25_0.1_5_10_6.aba,22,NO,0.67,inc,YES
120,aba_500_0.1_5_5_1.aba,253,NO,1.23,corr,NO
121,aba_5000_0.1_5_10_2.aba,292,,600.0,TIMEOUT,YES
122,aba_25_0.1_10_10_2.aba,11,NO,0.82,corr,NO
123,aba_2000_0.1_5_10_5.aba,228,NO,2.16,inc,YES
124,aba_100_0.3_5_5_8.aba,93,NO,0.83,corr,NO
125,aba_5000_0.3_5_10_9.aba,1002,,600.0,TIMEOUT,YES
126,aba_500_0.1_5_5_4.aba,290,NO,1.16,inc,YES
127,aba_2000_0.1_10_5_6.aba,834,,600.0,TIMEOUT,YES
128,aba_2000_0.1_10_10_5.aba,1795,NO,2.61,corr,NO
129,aba_5000_0.1_10_10_4.aba,1930,,600.0,TIMEOUT,NO
130,aba_100_0.3_10_5_5.aba,1,NO,1.05,corr,NO
131,aba_500_0.3_10_5_7.aba,176,,600.0,TIMEOUT,YES
132,aba_100_0.1_5_10_4.aba,10,YES,2.61,corr,YES
133,aba_500_0.3_10_5_0.aba,445,,600.0,TIMEOUT,YES
134,aba_25_0.1_10_10_4.aba,10,NO,0.85,inc,YES
135,aba_5000_0.3_10_10_3.aba,805,,600.0,TIMEOUT,?
136,aba_5000_0.1_5_10_8.aba,478,,600.0,TIMEOUT,YES
137,aba_2000_0.3_5_5_5.aba,1864,,600.0,TIMEOUT,YES
138,aba_100_0.3_10_10_1.aba,51,NO,1.36,corr,NO
139,aba_500_0.3_10_5_8.aba,132,,600.0,TIMEOUT,NO
140,aba_2000_0.1_5_10_3.aba,16,NO,2.55,corr,NO
141,aba_2000_0.1_5_10_1.aba,368,,600.0,TIMEOUT,YES
142,aba_100_0.3_5_5_9.aba,100,NO,0.96,corr,NO
143,aba_100_0.1_5_5_2.aba,55,NO,0.78,inc,YES
144,aba_500_0.1_10_10_7.aba,30,YES,61.69,corr,YES
145,aba_100_0.3_10_10_7.aba,20,NO,65.0,inc,YES
146,aba_25_0.1_5_5_8.aba,14,NO,0.83,corr,NO
147,aba_5000_0.1_5_5_3.aba,1979,,600.0,TIMEOUT,NO
148,aba_100_0.3_10_10_3.aba,41,NO,1.26,corr,NO
149,aba_25_0.1_10_10_7.aba,4,NO,0.79,corr,NO
150,aba_100_0.3_10_10_4.aba,28,NO,18.99,inc,YES
151,aba_25_0.1_10_10_6.aba,1,YES,0.78,corr,YES
152,aba_25_0.3_5_5_1.aba,13,NO,0.63,corr,NO
153,aba_5000_0.1_5_5_7.aba,378,,600.0,TIMEOUT,YES
154,aba_2000_0.3_10_10_8.aba,719,,600.0,TIMEOUT,NO
155,aba_500_0.3_10_5_2.aba,225,,600.0,TIMEOUT,YES
156,aba_5000_0.1_5_5_9.aba,702,,600.0,TIMEOUT,NO
157,aba_5000_0.3_5_10_3.aba,2417,NO,8.58,inc,YES
158,aba_100_0.1_5_10_8.aba,1,NO,1.37,corr,NO
159,aba_100_0.1_5_5_8.aba,53,NO,0.92,inc,YES
160,aba_100_0.1_10_5_5.aba,48,NO,0.93,corr,NO
161,aba_25_0.3_5_10_1.aba,19,NO,0.72,corr,NO
162,aba_5000_0.3_5_10_8.aba,811,NO,9.88,corr,NO
163,aba_25_0.1_5_5_9.aba,1,YES,0.78,corr,YES
164,aba_25_0.1_10_10_0.aba,21,NO,0.81,inc,YES
165,aba_500_0.3_10_10_5.aba,426,,600.0,TIMEOUT,NO
166,aba_5000_0.3_10_5_1.aba,899,,600.0,TIMEOUT,NO
167,aba_100_0.1_10_5_6.aba,33,,600.0,TIMEOUT,NO
168,aba_2000_0.3_10_5_3.aba,469,NO,3.32,inc,YES
169,aba_2000_0.3_10_5_2.aba,1394,NO,2.75,inc,YES
170,aba_100_0.1_10_10_3.aba,5,YES,3.83,corr,YES
171,aba_500_0.3_10_5_1.aba,156,NO,1.39,inc,YES
172,aba_500_0.3_5_10_5.aba,130,YES,30.83,corr,YES
173,aba_500_0.3_10_10_7.aba,475,,600.0,TIMEOUT,YES
174,aba_25_0.3_5_5_0.aba,2,NO,1.12,corr,NO
175,aba_5000_0.1_5_10_6.aba,500,,600.0,TIMEOUT,NO
176,aba_25_0.1_10_10_9.aba,2,YES,0.98,corr,YES
177,aba_25_0.1_10_10_8.aba,2,YES,0.74,corr,YES
178,aba_5000_0.1_5_5_0.aba,3984,,600.0,TIMEOUT,YES
179,aba_5000_0.3_10_10_1.aba,1700,,600.0,TIMEOUT,NO
180,aba_5000_0.3_5_5_4.aba,2164,,600.0,TIMEOUT,?
181,aba_2000_0.3_5_10_6.aba,1576,,600.0,TIMEOUT,NO
182,aba_2000_0.1_5_10_6.aba,34,,600.0,TIMEOUT,YES
183,aba_500_0.1_5_5_9.aba,282,NO,1.27,corr,NO
184,aba_100_0.3_10_5_9.aba,20,NO,30.31,corr,NO
185,aba_5000_0.1_10_5_9.aba,585,,600.0,TIMEOUT,YES
186,aba_25_0.1_5_5_5.aba,1,YES,0.79,corr,YES
187,aba_100_0.3_10_5_1.aba,80,NO,2.46,inc,YES
188,aba_25_0.1_10_5_0.aba,13,NO,0.98,inc,YES
189,aba_100_0.3_10_10_9.aba,78,NO,1.11,corr,NO
190,aba_25_0.3_5_10_4.aba,8,YES,1.02,corr,YES
191,aba_500_0.1_5_10_8.aba,27,YES,21.76,corr,YES
192,aba_2000_0.1_10_5_0.aba,1895,,600.0,TIMEOUT,YES
193,aba_500_0.3_5_10_1.aba,34,YES,33.53,corr,YES
194,aba_25_0.3_5_10_2.aba,6,NO,1.2,corr,NO
195,aba_2000_0.3_10_10_9.aba,900,,600.0,TIMEOUT,NO
196,aba_25_0.3_10_10_2.aba,5,NO,3.08,corr,NO
197,aba_100_0.1_5_5_7.aba,2,YES,2.32,corr,YES
198,aba_25_0.3_10_5_5.aba,22,NO,1.36,corr,NO
199,aba_2000_0.1_10_10_4.aba,16,,600.0,TIMEOUT,YES
200,aba_25_0.1_5_10_7.aba,6,NO,0.76,inc,YES
201,aba_25_0.1_10_5_5.aba,6,NO,0.76,corr,NO
202,aba_100_0.3_5_5_6.aba,58,NO,0.83,corr,NO
203,aba_500_0.3_10_5_9.aba,263,NO,1.45,inc,YES
204,aba_25_0.3_10_10_1.aba,21,NO,0.76,corr,NO
205,aba_500_0.1_10_5_5.aba,171,,600.0,TIMEOUT,NO
206,aba_5000_0.3_10_5_4.aba,1390,,600.0,TIMEOUT,YES
207,aba_500_0.3_5_10_0.aba,36,YES,27.64,corr,YES
208,aba_5000_0.3_5_5_5.aba,1372,,600.0,TIMEOUT,?
209,aba_5000_0.3_5_5_7.aba,2005,,600.0,TIMEOUT,?
210,aba_100_0.1_10_5_3.aba,8,,600.0,TIMEOUT,NO
211,aba_100_0.3_5_5_3.aba,100,NO,0.82,inc,YES
212,aba_500_0.1_10_5_9.aba,431,NO,1.3,corr,NO
213,aba_2000_0.3_5_5_2.aba,1812,NO,4.29,inc,YES
214,aba_5000_0.1_10_10_7.aba,84,,600.0,TIMEOUT,YES
215,aba_100_0.1_10_10_1.aba,2,YES,3.51,corr,YES
216,aba_2000_0.3_5_10_1.aba,383,,600.0,TIMEOUT,YES
217,aba_25_0.3_10_10_4.aba,3,YES,1.3,corr,YES
218,aba_2000_0.1_10_5_8.aba,1352,NO,2.62,inc,YES
219,aba_25_0.3_10_5_1.aba,20,NO,1.14,inc,YES
220,aba_100_0.1_10_10_7.aba,13,NO,1.45,inc,YES
221,aba_100_0.3_5_5_5.aba,42,NO,0.81,inc,YES
222,aba_5000_0.3_5_5_2.aba,3069,NO,6.52,MISSING,?
223,aba_100_0.3_10_10_0.aba,78,NO,0.93,inc,YES
224,aba_500_0.3_10_10_0.aba,438,,600.0,TIMEOUT,NO
225,aba_5000_0.1_10_5_0.aba,4063,,600.0,TIMEOUT,YES
226,aba_500_0.3_5_5_4.aba,136,,600.0,TIMEOUT,YES
227,aba_5000_0.1_10_5_8.aba,548,,600.0,TIMEOUT,YES
228,aba_5000_0.1_5_10_5.aba,377,,600.0,TIMEOUT,YES
229,aba_5000_0.3_10_5_8.aba,1459,NO,14.0,corr,NO
230,aba_25_0.3_10_10_0.aba,9,NO,0.74,corr,NO
231,aba_500_0.1_10_10_3.aba,41,YES,59.81,corr,YES
232,aba_2000_0.1_5_10_8.aba,806,,600.0,TIMEOUT,NO
233,aba_2000_0.3_5_5_0.aba,1511,,600.0,TIMEOUT,NO
234,aba_25_0.3_10_5_0.aba,2,NO,1.26,corr,NO
235,aba_100_0.1_10_5_8.aba,20,,600.0,TIMEOUT,NO
236,aba_500_0.1_5_5_0.aba,43,YES,17.08,corr,YES
237,aba_2000_0.3_10_5_6.aba,954,NO,2.74,corr,NO
238,aba_25_0.3_10_5_4.aba,2,NO,1.2,corr,NO
239,aba_2000_0.1_5_10_0.aba,1883,NO,2.06,corr,NO
240,aba_100_0.1_5_5_3.aba,56,NO,34.11,inc,YES
241,aba_2000_0.1_10_5_4.aba,1241,,600.0,TIMEOUT,YES
242,aba_5000_0.3_10_5_3.aba,332,NO,13.66,inc,YES
243,aba_500_0.1_10_5_8.aba,26,,600.0,TIMEOUT,NO
244,aba_500_0.3_5_5_9.aba,193,NO,1.37,corr,NO
245,aba_100_0.3_5_5_7.aba,16,NO,21.26,inc,YES
246,aba_2000_0.3_10_10_7.aba,1886,,600.0,TIMEOUT,NO
247,aba_100_0.3_10_10_2.aba,57,NO,1.22,corr,NO
248,aba_5000_0.3_5_10_0.aba,1132,,600.0,TIMEOUT,YES
249,aba_5000_0.3_10_10_9.aba,2996,,600.0,TIMEOUT,?
250,aba_500_0.3_10_5_4.aba,223,,600.0,TIMEOUT,NO
251,aba_25_0.3_10_5_3.aba,17,NO,0.8,inc,YES
252,aba_2000_0.1_5_5_9.aba,206,,600.0,TIMEOUT,NO
253,aba_2000_0.1_10_5_1.aba,1422,,600.0,TIMEOUT,YES
254,aba_5000_0.1_10_10_3.aba,739,NO,5.33,inc,YES
255,aba_25_0.3_5_5_3.aba,20,NO,0.74,corr,NO
256,aba_100_0.1_5_5_4.aba,3,YES,2.51,corr,YES
257,aba_25_0.1_10_10_5.aba,16,NO,0.77,inc,YES
258,aba_5000_0.1_5_5_4.aba,3621,NO,3.31,inc,YES
259,aba_5000_0.3_10_5_6.aba,1717,NO,9.79,inc,YES
260,aba_25_0.3_10_5_8.aba,15,NO,0.78,corr,NO
261,aba_100_0.1_10_10_6.aba,6,YES,3.98,corr,YES
262,aba_2000_0.3_5_5_4.aba,72,,600.0,TIMEOUT,NO
263,aba_100_0.3_5_5_1.aba,63,NO,1.0,corr,NO
264,aba_5000_0.1_5_5_2.aba,532,NO,3.13,corr,NO
265,aba_5000_0.3_10_5_9.aba,4169,,600.0,TIMEOUT,YES
266,aba_2000_0.3_5_5_3.aba,1898,NO,2.28,corr,NO
267,aba_500_0.1_10_10_2.aba,336,,600.0,TIMEOUT,YES
268,aba_5000_0.1_5_10_3.aba,2670,NO,3.93,inc,YES
269,aba_100_0.3_5_10_5.aba,7,YES,2.38,corr,YES
270,aba_2000_0.1_5_5_2.aba,1934,,600.0,TIMEOUT,NO
271,aba_5000_0.3_10_5_5.aba,3966,,600.0,TIMEOUT,YES
272,aba_100_0.3_5_10_1.aba,1,YES,5.0,corr,YES
273,aba_25_0.1_5_5_7.aba,15,YES,1.41,corr,YES
274,aba_2000_0.1_5_5_6.aba,532,NO,2.36,corr,NO
275,aba_2000_0.3_5_10_8.aba,145,,600.0,TIMEOUT,YES
276,aba_25_0.1_5_10_3.aba,2,YES,0.76,corr,YES
277,aba_500_0.3_10_10_4.aba,126,NO,1.87,corr,NO
278,aba_2000_0.1_5_5_0.aba,114,,600.0,TIMEOUT,YES
279,aba_100_0.3_5_10_4.aba,20,YES,2.77,corr,YES
280,aba_5000_0.3_5_5_0.aba,4221,,600.0,TIMEOUT,?
281,aba_25_0.3_10_10_3.aba,25,NO,0.99,corr,NO
282,aba_500_0.3_5_5_1.aba,181,NO,1.61,corr,NO
283,aba_5000_0.1_5_10_1.aba,241,,600.0,TIMEOUT,YES
284,aba_500_0.1_10_5_1.aba,361,,600.0,TIMEOUT,NO
285,aba_500_0.3_10_5_3.aba,400,NO,1.7,inc,YES
286,aba_100_0.1_10_10_4.aba,7,YES,4.38,corr,YES
287,aba_2000_0.1_10_5_7.aba,1901,NO,2.62,inc,YES
288,aba_500_0.3_10_5_6.aba,327,NO,1.7,inc,YES
289,aba_5000_0.1_10_10_6.aba,704,,600.0,TIMEOUT,YES
290,aba_500_0.3_5_5_2.aba,227,,600.0,TIMEOUT,YES
291,aba_100_0.3_10_5_6.aba,86,NO,4.41,corr,NO
292,aba_100_0.3_10_10_8.aba,1,YES,4.11,corr,YES
293,aba_25_0.3_10_5_2.aba,11,NO,1.11,inc,YES
294,aba_2000_0.1_10_10_3.aba,82,,600.0,TIMEOUT,NO
295,aba_500_0.1_10_5_7.aba,310,,600.0,TIMEOUT,NO
296,aba_100_0.1_5_5_5.aba,4,YES,2.65,corr,YES
297,aba_25_0.1_5_5_1.aba,1,NO,0.78,corr,NO
298,aba_2000_0.3_10_5_9.aba,1306,,600.0,TIMEOUT,NO
299,aba_100_0.1_10_10_9.aba,6,YES,4.41,corr,YES
300,aba_100_0.3_10_5_4.aba,25,NO,9.15,inc,YES
301,aba_2000_0.1_10_10_8.aba,44,,600.0,TIMEOUT,YES
302,aba_5000_0.1_10_10_1.aba,4062,,600.0,TIMEOUT,YES
303,aba_25_0.3_5_5_8.aba,16,NO,1.05,corr,NO
304,aba_100_0.1_5_5_6.aba,62,NO,0.94,corr,NO
305,aba_25_0.1_5_10_1.aba,11,NO,0.84,inc,YES
306,aba_100_0.3_5_5_0.aba,90,NO,0.93,corr,NO
307,aba_2000_0.3_5_10_9.aba,1374,,600.0,TIMEOUT,NO
308,aba_5000_0.1_10_5_4.aba,1536,,600.0,TIMEOUT,YES
309,aba_100_0.1_10_10_2.aba,14,NO,12.87,corr,NO
310,aba_2000_0.1_10_10_0.aba,175,,600.0,TIMEOUT,YES
311,aba_2000_0.3_10_5_8.aba,721,NO,4.32,corr,NO
312,aba_25_0.1_5_5_0.aba,2,YES,0.84,corr,YES
313,aba_2000_0.1_5_5_5.aba,1463,,600.0,TIMEOUT,YES
314,aba_25_0.3_10_5_7.aba,17,NO,1.21,corr,NO
315,aba_500_0.1_10_10_5.aba,355,NO,1.59,inc,YES
316,aba_2000_0.3_10_10_2.aba,1507,,600.0,TIMEOUT,NO
317,aba_2000_0.1_10_10_9.aba,1730,NO,3.07,inc,YES
318,aba_500_0.1_10_10_9.aba,460,,600.0,TIMEOUT,NO
319,aba_500_0.3_5_10_9.aba,44,YES,31.45,corr,YES
320,aba_25_0.1_5_5_6.aba,1,YES,1.03,corr,YES
321,aba_500_0.3_10_10_8.aba,445,,600.0,TIMEOUT,NO
322,aba_100_0.1_10_5_4.aba,26,,600.0,TIMEOUT,NO
323,aba_500_0.1_10_5_6.aba,298,,600.0,TIMEOUT,NO
324,aba_2000_0.1_10_5_2.aba,418,,600.0,TIMEOUT,YES
325,aba_5000_0.3_10_10_2.aba,2403,,600.0,TIMEOUT,?
326,aba_5000_0.3_10_10_7.aba,1675,,600.0,TIMEOUT,?
327,aba_5000_0.1_10_10_9.aba,141,,600.0,TIMEOUT,YES
328,aba_500_0.1_5_10_0.aba,99,,600.0,TIMEOUT,NO
329,aba_100_0.1_5_10_6.aba,86,NO,1.14,inc,YES
330,aba_500_0.3_5_10_7.aba,44,NO,1.75,corr,NO
331,aba_2000_0.3_10_5_4.aba,1500,NO,3.76,inc,YES
332,aba_500_0.3_5_5_0.aba,391,NO,10.27,corr,NO
333,aba_100_0.3_10_10_5.aba,66,NO,49.59,inc,YES
334,aba_5000_0.1_10_10_8.aba,983,NO,6.55,inc,YES
335,aba_500_0.3_10_10_1.aba,342,,600.0,TIMEOUT,NO
336,aba_2000_0.1_10_10_6.aba,1652,,600.0,TIMEOUT,YES
337,aba_500_0.3_5_5_7.aba,421,NO,1.65,corr,NO
338,aba_2000_0.1_10_10_1.aba,1614,,600.0,TIMEOUT,NO
339,aba_2000_0.1_10_10_2.aba,193,,600.0,TIMEOUT,YES
340,aba_500_0.3_5_10_6.aba,402,NO,1.69,corr,NO
341,aba_5000_0.1_5_5_6.aba,519,NO,3.97,inc,YES
342,aba_5000_0.1_5_5_8.aba,2777,NO,4.34,MISSING,?
343,aba_100_0.3_10_10_6.aba,74,NO,1.24,corr,NO
344,aba_2000_0.1_10_10_7.aba,169,,600.0,TIMEOUT,YES
345,aba_500_0.1_5_5_8.aba,29,,600.0,TIMEOUT,YES
346,aba_25_0.3_5_10_6.aba,8,YES,1.28,corr,YES
347,aba_5000_0.3_5_5_9.aba,4902,NO,18.03,MISSING,?
348,aba_500_0.1_5_10_9.aba,454,NO,1.5,corr,NO
349,aba_5000_0.1_10_5_5.aba,3305,,600.0,TIMEOUT,YES
350,aba_100_0.1_10_5_9.aba,71,,600.0,TIMEOUT,NO
351,aba_100_0.1_5_10_3.aba,9,YES,2.72,corr,YES
352,aba_5000_0.1_5_10_9.aba,26,,600.0,TIMEOUT,YES
353,aba_100_0.3_5_10_0.aba,68,NO,1.43,inc,YES
354,aba_5000_0.3_10_5_2.aba,4355,NO,19.64,inc,YES
355,aba_25_0.3_10_10_7.aba,9,NO,0.91,corr,NO
356,aba_500_0.1_5_5_5.aba,373,,600.0,TIMEOUT,NO
357,aba_2000_0.3_10_10_1.aba,909,,600.0,TIMEOUT,NO
358,aba_5000_0.1_10_10_5.aba,1316,,600.0,TIMEOUT,YES
359,aba_2000_0.3_10_10_0.aba,1942,,600.0,TIMEOUT,NO
360,aba_2000_0.1_5_5_3.aba,1856,,600.0,TIMEOUT,YES
361,aba_2000_0.3_5_10_0.aba,252,,600.0,TIMEOUT,NO
362,aba_5000_0.3_10_10_4.aba,1040,,600.0,TIMEOUT,?
363,aba_2000_0.3_5_5_7.aba,825,NO,2.89,corr,NO
364,aba_500_0.1_10_10_4.aba,241,NO,1.69,inc,YES
365,aba_25_0.3_5_5_9.aba,2,NO,1.11,corr,NO
366,aba_100_0.1_10_5_7.aba,48,,600.0,TIMEOUT,YES
367,aba_25_0.1_5_5_2.aba,14,NO,0.77,inc,YES
368,aba_25_0.1_5_5_3.aba,1,YES,1.01,corr,YES
369,aba_500_0.3_10_10_9.aba,164,,600.0,TIMEOUT,NO
370,aba_100_0.3_5_10_9.aba,15,NO,1.41,corr,NO
371,aba_5000_0.3_10_5_7.aba,1952,NO,11.82,inc,YES
372,aba_5000_0.1_10_10_2.aba,2987,,600.0,TIMEOUT,YES
373,aba_25_0.3_10_10_9.aba,9,NO,1.08,corr,NO
374,aba_5000_0.1_10_5_1.aba,3347,,600.0,TIMEOUT,YES
375,aba_100_0.3_5_10_8.aba,20,YES,3.33,corr,YES
376,aba_25_0.3_5_10_8.aba,25,NO,0.82,corr,NO
377,aba_100_0.3_10_5_7.aba,67,NO,1.05,inc,YES
378,aba_500_0.3_5_10_4.aba,6,YES,34.07,corr,YES
379,aba_2000_0.3_10_5_5.aba,303,,600.0,TIMEOUT,YES
